51302608214,ebf,211,133
51302611399,bfd,294,136
51302649216,cea,55,213
51302660899,edg,15,262
51302676866,gfb,18,211
51302699419,eeb,293,105
51302714131,gcd,171,262
51302772764,eff,135,99
51302775464,gcd,129,267
51302834102,ebg,126,249
51302840112,dda,35,191
51302882121,fgd,176,127
51302892227,afg,295,198
51302933088,gca,121,31
51302981322,dfe,213,184
51303065135,cgf,86,23
51303084579,adb,138,155
51303117558,aea,257,189
51303144893,abd,24,242
51303156495,def,47,14
51303161161,gff,279,190
51303164767,fae,116,95
51303174121,afa,77,82
51303184827,ecd,193,221
51303187358,fad,175,266
51303208943,bfb,244,161
51303254865,fba,105,275
51303261208,bba,249,150
51303293477,ffa,286,14
51303326918,gee,115,113
51303329025,bag,222,225
51303330464,fea,43,245
51303406637,ebf,36,156
51303427313,ecf,215,260
51303468300,fgg,73,259
51303472164,acc,181,246
51303477393,ded,111,117
51303484832,ffe,88,158
51303489392,daa,202,48
51303565161,fdb,175,192
51303568074,ggc,94,269
51303572153,gdd,140,27
51303612120,ada,168,212
51303624103,gdg,224,192
51303653133,efe,265,292
51303655057,fdd,65,293
51303713364,dff,2,268
51303728941,bae,279,206
51303731429,cfa,263,66
51303761547,bdc,173,178
51303775701,gea,16,62
51303789007,cee,29,144
51303789507,ggg,20,56
51303789884,gaa,12,40
51303791816,dag,47,196
51303834712,cdf,22,121
51303838835,gbb,155,192
51303847905,ceg,155,112
51303852067,gff,147,165
51303917795,gfa,238,274
51303935442,egc,28,127
51303957929,agb,138,84
51303966910,dgc,238,93
51303977616,fcd,231,279
51303985387,gbg,208,249
51303991138,dgg,157,43
51304062390,geg,218,294
51304098109,efg,139,122
51304102917,cag,178,207
51304131311,cgd,284,209
51304162216,acc,94,236
51304167678,dge,6,193
51304179321,ade,217,106
51304263673,dfb,171,290
51304276223,add,152,209
51304317271,bcc,130,18
51304327904,efd,2,166
51304361046,eaa,242,69
51304400593,edb,287,248
51304402338,gad,50,9
51304414195,cde,143,140
51304429467,eff,40,105
51304430498,gba,10,250
51304436249,aeg,108,248
51304451335,agg,90,87
51304452059,bde,89,173
51304479709,ebd,10,90
51304495772,caa,41,266
51304563055,gbf,154,206
51304563384,feb,269,5
51304592835,gaf,261,32
51304627438,fgb,23,297
51304663168,aac,24,125
51304682249,cbe,182,22
51304690908,cgc,106,104
51304691403,faa,264,159
51304704450,aaa,130,287
51304705745,afd,267,57
51304720545,bba,193,160
51304734891,gde,222,49
51304756369,gag,50,91
51304763692,dec,55,258
51304791508,dac,11,120
51304800744,fga,148,42
51304804932,dbf,87,285
51304819994,ccc,281,236
51304823221,ede,111,268
51304868149,ecd,50,243
51304875502,bde,59,200
51304880510,gdb,224,295
51304882662,bed,297,136
51304904222,gbd,96,104
51304915526,cfg,247,59
51304957592,cab,129,65
51304976010,fgd,255,116
51304978697,bcb,93,233
51304985344,fbg,215,78
51305010749,dad,29,101
51305015290,bee,58,44
51305040126,fef,249,249
51305083810,bga,253,270
51305106588,ccb,199,23
51305116917,gbc,1,145
51305124600,dca,110,274
51305127398,fgd,297,124
51305144750,edf,86,137
51305164697,adf,194,69
51305166691,aeb,195,171
51305170906,egd,231,63
51305194406,cag,282,167
51305194677,bga,37,221
51305197497,efe,244,233
51305198805,geg,25,302
51305223254,dgc,105,93
51305229499,adc,86,140
51305354095,eeb,261,115
51305356241,bgd,23,62
51305383156,agg,193,89
51305387848,ffd,223,161
51305390463,fbc,56,20
51305415164,cde,67,151
51305464113,dbc,222,83
51305470805,afe,24,19
51305475501,gfc,237,117
51305483352,dcg,17,111
51305497742,dgb,271,94
51305501580,beg,114,66
51305511720,eba,139,282
51305513730,bed,60,155
51305515671,ddf,244,248
51305529940,ace,117,155
51305536245,fcg,231,167
51305542390,baf,25,13
51305563384,ebg,54,271
51305576257,ffb,165,259
51305593843,egc,77,144
51305611454,gcf,158,139
51305684092,eac,41,264
51305737664,aae,233,34
51305753148,dfa,253,307
51305770791,bec,24,271
51305830399,gfg,166,56
51305843879,bda,93,20
51305872477,afc,282,55
51305874241,bab,73,89
51305893678,cca,230,118
51305894387,gaf,124,37
51305952703,faf,252,87
51305955025,faa,196,136
51305984637,gcd,232,229
51306001414,aea,55,209
51306005464,agf,49,141
51306049226,dgg,211,40
51306065096,fcg,263,168
51306105557,cba,75,219
51306123959,gcd,232,254
51306141973,gfe,146,220
51306144198,cae,40,104
51306145566,aeb,97,171
51306165279,dgc,186,88
51306187300,ead,62,51
51306194882,ece,84,266
51306194922,aaf,192,34
51306219310,dfb,297,339
51306245766,bgc,59,192
51306251382,egd,147,61
51306261181,fgc,67,161
51306261255,bgb,121,131
51306265997,gdf,194,183
51306271462,fdg,167,161
51306273459,gcd,93,287
51306286944,gcf,221,159
51306334337,dfe,214,174
51306339406,aga,210,103
51306366241,fae,97,96
51306372215,bdf,187,220
51306395897,dde,229,35
51306399370,cfd,215,212
51306451703,dba,275,178
51306451919,cff,47,245
51306466900,ggd,196,287
51306487225,fdg,16,136
51306509730,aag,12,113
51306517612,cge,149,268
51306520607,cdf,163,121
51306529599,abb,216,194
51306533316,eef,90,103
51306536092,cee,207,154
51306536822,ecg,71,263
51306538568,caa,91,250
51306545210,aca,69,232
51306578369,eca,285,172
51306580337,bdd,65,162
51306585377,fdd,223,281
51306611437,bde,180,212
51306616501,dff,78,243
51306618160,cdb,84,124
51306624847,bda,177,22
51306666017,fff,190,270
51306667970,eag,270,148
51306668446,fea,80,200
51306694586,aef,200,182
51306706579,fca,124,61
51306712095,ged,163,75
51306725692,fbf,143,228
51306726412,cda,248,100
51306728506,ggf,18,195
51306763463,eff,15,118
51306764135,dea,223,276
51306764672,bge,184,299
51306772028,dce,158,216
51306776646,cga,220,230
51306777093,dbb,155,120
51306778533,fce,191,248
51306809950,fbe,126,218
51306824919,egf,86,40
51306834008,bcg,66,76
51306849675,ffg,294,59
51306868077,bbe,212,277
51306887575,acf,35,52
51306890282,ccg,64,282
51306902175,acd,169,284
51306914769,afb,205,137
51306924396,ebc,118,195
51306952400,feg,212,297
51306986514,ccd,272,77
51307025191,aff,266,223
51307027089,cgd,75,192
51307058113,egb,293,92
51307061529,dfg,155,269
51307073597,dec,86,242
51307092507,bag,207,198
51307109594,cbf,68,43
51307111841,baa,244,189
51307131364,fge,234,6
51307149289,abb,277,174
51307178021,bbc,84,35
51307179306,edc,133,208
51307179953,bff,292,251
51307205908,gec,86,137
51307211457,eab,99,171
51307229499,bae,183,241
51307238692,daf,101,296
51307247975,bgg,166,223
51307249633,aea,9,219
51307255951,gae,271,255
51307256307,bbd,114,254
51307259631,dgf,294,152
51307299511,eac,146,242
51307316120,gef,1,91
51307320957,fcf,71,215
51307333020,fcb,251,132
51307343756,ebf,247,166
51307346206,agc,185,254
51307359061,cac,262,53
51307374558,ffb,3,303
51307383361,bfb,87,144
51307391693,gbe,3,34
51307396131,eff,237,95
51307409807,bbb,166,100
51307423736,eda,255,179
51307426904,cca,215,107
51307442403,bdg,17,89
51307450481,ccd,106,68
51307484617,cde,170,151
51307494969,geb,50,200
51307526131,fea,166,196
51307539520,bca,58,63
51307548449,dcf,282,54
51307589466,gfe,142,261
51307635481,bfd,149,134
51307657818,bgf,55,191
51307672010,bgd,130,51
51307681282,bbg,264,225
51307684377,eea,172,213
51307729455,bab,141,105
51307736811,bdg,177,90
51307763645,beg,296,64
51307764432,acc,126,266
51307772671,ccd,69,59
51307775855,dce,141,198
51307792360,bad,50,50
51307797392,gcb,47,296
51307799130,gab,203,145
51307818450,ege,104,177
51307821948,bbc,282,32
51307834005,fec,13,282
51307849445,eee,62,310
51307849866,cfb,112,288
51307861699,dgd,245,35
51307862841,gag,174,93
51307879849,bdb,228,207
51307905151,adg,152,149
51307907865,cbd,271,151
51307909711,dge,157,227
51307909915,fgf,133,294
51307952639,cbc,61,285
51307965761,cgb,298,188
51307979456,gac,278,252
51307991167,ecb,258,180
51307996113,ccg,32,228
51308014771,dae,257,87
51308038423,aaa,251,264
51308072151,cba,107,223
51308091962,gba,153,252
51308093012,bfe,123,223
51308102497,dba,140,183
51308144058,afc,162,55
51308146361,ecf,99,208
51308166292,fde,215,85
51308173164,dcc,247,188
51308203996,ecc,187,233
51308212916,fgc,196,172
51308215396,eae,60,234
51308228068,ddb,203,286
51308231464,bga,94,245
51308236470,fce,224,225
51308255769,gce,44,303
51308257476,gdg,176,172
51308259106,fee,28,63
51308296695,gff,120,160
51308319437,aee,20,91
51308323985,gdd,158,22
51308347165,cee,159,181
51308358721,dff,85,235
51308360322,bfc,189,107
51308362899,abc,275,100
51308425512,baa,242,187
51308442479,aed,129,270
51308444366,bea,178,195
51308450706,bfa,248,14
51308465249,eaa,231,61
51308466794,cgg,98,298
51308467115,dab,20,103
51308475159,edb,159,272
51308479287,ceb,66,78
51308494882,ecd,190,243
51308507954,ebb,249,257
51308510095,cec,162,248
51308534647,dcb,162,175
51308535799,fda,243,36
51308543381,abf,98,280
51308570136,cfc,58,152
51308571146,acb,115,41
51308584737,cee,8,209
51308602559,aad,164,110
51308614886,gfd,176,213
51308624592,cad,266,94
51308631807,dda,53,181
51308651908,deg,102,35
51308656216,aec,196,144
51308662362,dbe,248,176
51308672730,acd,249,247
51308691558,cgc,224,98
51308693243,dbd,82,67
51308710054,ecg,196,270
51308725857,abe,222,41
51308749044,cdd,81,134
51308750166,ega,226,291
51308767198,gcc,241,220
51308798304,gcg,82,73
51308810040,dga,215,229
51308821750,bef,27,214
51308829813,eec,170,275
51308830953,dfc,104,64
51308834287,gaf,40,31
51308844697,ccf,22,178
51308871298,bbf,11,134
51308913303,cdd,26,116
51308923358,cdg,32,92
51308925008,aee,50,72
51308960848,cdc,234,93
51308963846,gcc,15,213
51308963865,gdc,124,5
51308966905,eae,30,243
51308984224,dee,84,72
51308985240,eba,49,298
51308988919,bfg,67,187
51308994799,adb,10,130
51309009410,fbg,209,92
51309020729,acc,43,234
51309044713,dce,287,162
51309054028,eeg,27,35
51309069160,cbb,222,44
51309070228,dge,12,238
51309089262,bcd,199,82
51309105769,gfg,83,66
51309108832,ddc,12,76
51309109292,efc,125,249
51309116640,dac,241,115
51309151227,gee,212,102
51309195024,ffc,199,210
51309195945,abe,164,45
51309212870,ccf,35,172
51309232440,fed,98,164
51309232942,ggb,235,46
51309236482,fgf,55,288
51309263825,cbd,156,138
51309265950,gda,201,213
51309270573,bgb,244,125
51309272666,fad,34,260
51309278985,deb,291,284
51309296460,dbg,285,220
51309313806,gde,73,56
51309329282,cgf,263,24
51309419793,gge,179,287
51309450499,egg,27,90
51309483824,fab,282,247
51309494711,dcd,104,142
51309497395,eaf,199,263
51309511486,cfg,5,53
51309532065,beb,161,215
51309553610,ega,31,296
51309581314,edd,197,118
51309582243,abg,265,259
51309592774,fcc,255,191
51309598110,aba,223,173
51309611565,adb,164,154
51309621930,gdf,119,208
51309622184,cce,49,252
51309623603,aca,79,238
51309655028,bge,8,307
51309657093,ecg,169,318
51309671149,acg,17,117
51309673085,fdc,157,277
51309676349,bcg,218,72
51309685757,ggd,292,249
51309690228,ced,91,84
51309725604,gdg,276,199
51309729910,cbg,177,127
51309741920,cfe,5,128
51309744266,ddg,227,36
51309744329,fgf,88,322
51309745068,bce,40,118
51309773381,agd,199,107
51309787405,aae,259,37
51309789927,dec,77,273
51309804496,cfa,197,68
51309806900,caf,30,209
51309829284,aed,232,307
51309847999,bcf,265,111
51309850089,gga,210,198
51309853368,eed,285,190
51309867187,efb,297,45
51309868469,bac,258,290
51309892283,aeg,193,223
51309902836,fbf,48,225
51309918732,eeb,79,112
51309943770,cfa,236,64
51309948382,afa,122,76
51309953580,ebe,144,247
51309965715,aab,299,271
51309967457,fab,35,274
51309977705,efa,186,125
51310001756,aba,76,181
51310002841,eed,94,188
51310008614,afc,278,47
51310014187,cgd,54,165
51310030085,aag,140,100
51310069629,bgf,25,156
51310095393,gde,57,61
51310140643,bdf,248,209
51310144349,bfb,283,116
51310147617,ceg,193,113
51310152262,dge,185,238
51310163801,bbd,145,251
51310178840,fdf,235,21
51310203356,cef,113,262
51310214184,fdd,47,306
51310246643,bgc,95,184
51310254193,fda,68,41
51310270482,gbg,266,244
51310287886,bcg,65,85
51310339404,faa,151,134
51310344134,agg,180,81
51310355836,fcf,67,232
51310373431,geg,31,341
51310379369,gca,246,30
51310381126,adf,65,64
51310389903,def,98,16
51310390492,ccc,290,214
51310392725,ade,47,115
51310394342,dgb,145,91
51310396561,cbe,96,22
51310410275,dec,128,283
51310410987,eae,217,272
51310422654,bge,112,285
51310429346,gab,140,127
51310431591,ddd,213,147
51310434165,ccc,164,250
51310440540,baf,77,14
51310441475,ggf,46,173
51310474356,fae,226,95
51310477595,faa,133,138
51310478936,cgb,38,172
51310480706,fbb,143,168
51310577706,ggc,17,250
51310607586,age,278,274
51310644210,abg,17,266
51310670594,ecd,108,279
51310681202,cgc,202,100
51310693739,fcb,262,133
51310705430,afe,97,19
51310712341,gcb,186,319
51310719398,bfd,248,152
51310732354,dde,261,36
51310745503,fdb,266,222
51310770889,bgf,182,170
51310803465,afg,210,205
51310807997,efc,12,251
51310844244,bce,140,95
51310890661,fbd,186,23
51310897910,geg,136,378
51310919216,cfb,241,241
51310919518,dfe,151,193
51310922382,gec,58,153
51311004959,feg,281,317
51311011241,abf,186,238
51311020205,ggd,50,291
51311021743,dac,103,134
51311057706,gbf,177,212
51311071059,cfc,220,124
51311089417,cea,74,189
51311096086,fff,66,315
51311106639,bbd,201,296
51311117962,acb,17,35
51311133297,ddf,183,277
51311183734,bfe,96,211
51311253587,gbb,121,205
51311268495,fee,103,64
51311301041,efd,14,132
51311311620,gcd,115,232
51311320085,ece,268,218
51311326890,efe,34,256
51311336204,ccb,142,23
51311347087,aaf,113,28
51311370008,fae,72,76
51311378468,gef,186,98
51311407988,afc,186,43
51311417662,bea,31,156
51311436876,dce,111,153
51311442968,fcc,188,225
51311452249,cff,59,245
51311454218,dcg,286,93
51311488980,dag,122,172
51311494211,dag,218,166
51311512835,egf,181,41
51311514407,caa,114,267
51311515346,gee,141,119
51311526886,gbc,295,163
51311531801,fac,299,221
51311548426,edf,248,113
51311551934,fca,41,65
51311564885,bdc,72,179
51311591668,cgg,135,295
51311623828,geb,88,198
51311639811,bcb,24,226
51311660798,aec,171,136
51311668041,ceb,279,85
51311691335,bef,65,252
51311703226,afa,40,85
51311746885,eeb,204,89
51311746929,dbd,211,54
51311753997,gba,193,229
51311768784,add,242,177
51311788992,egd,150,65
51311810174,dfd,90,213
51311814295,bad,98,43
51311858644,bcc,25,20
51311880145,gde,202,62
51311887026,egf,43,47
51311893510,ffe,26,161
51311899386,fef,213,291
51311914351,edg,149,282
51311917855,daa,146,54
51311931406,fag,87,117
51311933286,adc,250,113
51311968481,afg,260,223
51312015276,fcg,220,191
51312015852,edg,125,313
51312036352,eag,271,125
51312036717,cdb,95,142
51312039269,cde,112,161
51312044656,egc,56,144
51312046661,ggg,256,61
51312072644,add,273,185
51312073374,ada,122,235
51312123644,acd,277,254
51312126976,eff,8,78
51312128088,adf,34,57
51312128397,fgg,106,303
51312138680,fae,28,78
51312150284,cbe,70,25
51312157669,eaa,273,64
51312160871,gae,175,277
51312170313,fgd,190,102
51312207542,agd,175,107
51312210440,bdd,2,168
51312210551,eef,142,118
51312217648,fba,145,310
51312235392,aac,92,103
51312260648,aac,178,105
51312269276,cgd,51,143
51312275789,gbd,279,94
51312283998,gfb,159,229
51312293777,agb,235,68
51312308822,fgb,64,329
51312314518,cbd,205,118
51312328050,fae,214,82
51312365668,afa,83,70
51312366584,gca,2,29
51312373935,fcb,143,155
51312377295,aab,92,257
51312389323,ada,261,260
51312394062,eff,41,79
51312397788,egc,238,125
51312429178,cde,22,154
51312445729,gdc,3,5
51312462107,dcb,45,203
51312475936,gce,145,278
51312478434,efg,254,113
51312495744,eba,273,303
51312495883,aea,271,186
51312515677,adb,228,141
51312542094,eec,121,222
51312545646,cda,280,88
51312579785,ffc,245,197
51312591707,gdd,82,19
51312600235,dbc,104,91
51312608988,dda,180,150
51312610882,bgb,253,118
51312612469,gfa,148,257
51312637446,bed,144,162
51312638318,acf,269,41
51312638553,dcc,186,156
51312667762,egb,138,73
51312667984,ecc,66,186
51312672971,cgb,271,146
51312676404,cbb,25,43
51312678377,aed,274,356
51312731998,gfc,76,97
51312733582,gfa,56,300
51312742216,abe,125,45
51312776244,acg,3,94
51312783544,cga,82,186
51312828790,gad,9,8
51312838130,bfc,211,108
51312851186,edc,188,224
51312852581,gaa,189,38
51312892822,fcd,196,320
51312900769,abg,236,236
51312914768,bec,252,216
51312947654,fea,175,168
51312992759,abd,81,251
51313000597,ggb,34,54
51313025126,bga,12,218
51313036436,bgd,9,41
51313043147,dad,28,94
51313057648,age,284,276
51313066086,ebd,57,74
51313070130,fec,265,332
51313082811,afa,46,64
51313086034,afd,72,53
51313112670,dea,145,325
51313132074,gea,225,61
51313158918,dbd,61,47
51313161757,dae,30,81
51313162890,fgg,244,324
51313189594,adg,154,169
51313205239,acf,56,38
51313210990,ebe,28,274
51313217856,cfa,240,63
51313218944,ecb,20,160
51313224452,acb,61,40
51313239213,ffa,181,14
51313242371,gdg,27,191
51313269535,fdg,58,134
51313272944,aae,66,40
51313278617,gaf,225,32
51313281532,bef,53,289
51313289467,ded,107,125
51313296110,aef,18,207
51313303201,gdb,238,268
51313333013,eab,141,177
51313350805,geb,64,207
51313351286,dgg,291,35
51313377617,ffd,165,138
51313407918,bcb,243,219
51313424165,dfc,75,62
51313431241,egc,158,106
51313441724,cab,221,55
51313490039,fbe,224,233
51313501961,fcg,121,191
51313506916,bag,80,182
51313507426,dbf,172,259
51313507522,cfc,119,130
51313535130,ggb,220,59
51313560004,bag,100,200
51313567455,gde,222,69
51313573177,eac,38,268
51313599331,eab,265,168
51313659963,dga,234,245
51313689379,fga,246,39
51313691103,ddc,218,79
51313692124,dfb,19,298
51313710372,ggg,125,59
51313715951,bbd,78,352
51313743970,cdd,63,116
51313744491,adb,123,148
51313746566,cda,62,73
51313747907,fac,93,214
51313750949,ggb,139,51
51313756265,bcg,148,92
51313802672,dff,49,220
51313806585,gfg,254,63
51313814549,gcf,288,187
51313815102,ada,192,241
51313840708,adb,207,152
51313852831,ade,229,93
51313857512,bda,188,18
51313892734,dgc,140,99
51313898829,bba,111,190
51313905327,cag,233,150
51313920767,cde,89,174
51313960700,bae,263,195
51313978128,daf,113,293
51314013445,fef,232,299
51314032640,gdf,83,199
51314033578,cff,51,276
51314107204,eaf,75,307
51314108780,gac,26,224
51314129357,cfa,244,56
51314151182,eaf,8,291
51314154296,gff,219,171
51314165944,ebb,114,274
51314166646,eeg,36,34
51314194721,gfg,142,74
51314197272,ede,132,300
51314215765,eca,152,202
51314219498,fee,178,74
51314283615,bca,198,73
51314292833,dba,193,201
51314327136,cbb,129,42
51314340422,fgg,120,317
51314341101,dbc,123,105
51314345838,beg,156,52
51314361124,ead,294,58
51314362050,bbf,186,123
51314367975,deg,29,33
51314380302,add,198,194
51314389084,ffg,273,67
51314391631,dcb,242,217
51314405344,dfa,39,349
51314434515,bca,239,61
51314457127,gbe,94,32
51314471323,cbd,120,129
51314478604,bbe,125,238
51314481863,cgg,202,312
51314498738,bca,96,66
51314501300,feb,60,5
51314504647,bee,19,44
51314505883,ded,197,138
51314513490,bge,168,307
51314535995,cfd,50,201
51314559002,dfa,31,390
51314560273,ebc,278,210
51314562768,fde,157,89
51314578712,fgb,296,302
51314587558,ada,104,195
51314603970,ffb,175,266
51314610716,dge,122,283
51314626887,aba,176,168
51314638426,dca,8,232
51314654140,ggg,9,60
51314656298,aaa,33,248
51314678145,faf,272,71
51314703071,dfc,222,66
51314715954,bed,278,163
51314721106,fbg,47,76
51314727295,bad,39,46
51314731124,fbd,173,23
51314779556,ffb,220,311
51314786082,bdb,218,227
51314791061,fgd,272,104
51314831756,gcd,299,259
51314841986,eea,256,227
51314856513,cac,175,48
51314883620,dde,6,37
51314930301,gbb,258,170
51314933879,bbb,73,107
51314958795,ebg,241,319
51314997096,ffc,175,193
51314998783,eda,236,144
51315055202,cba,204,198
51315062185,ace,277,173
51315066170,ega,2,334
51315074385,bdg,174,81
51315080019,abg,232,266
51315084218,baa,226,173
51315087468,agb,148,59
51315096503,ebb,125,306
51315128725,fge,206,6
51315134315,aef,16,198
51315138764,ddd,74,148
51315167238,gfc,218,85
51315179427,geg,58,430
51315180672,gcg,204,82
51315222718,gac,267,199
51315229015,cfg,34,50
51315242486,fbc,45,23
51315245781,dag,132,192
51315260057,agc,9,215
51315286571,fac,146,171
51315292143,cgb,98,119
51315300012,bga,49,200
51315325961,cbg,183,115
51315339766,cef,150,256
51315348341,dce,92,175
51315348404,gbc,31,166
51315352859,dfc,143,56
51315367103,bge,261,300
51315371441,gae,53,324
51315376226,deb,161,261
51315411563,ccf,54,199
51315424746,gad,53,6
51315455166,ebf,165,166
51315458716,ccd,42,48
51315461109,aeb,280,174
51315482058,aag,216,96
51315519832,cfg,134,49
51315555660,dge,171,274
51315557544,afe,14,18
51315565290,acg,166,87
51315573497,fcb,99,179
51315600181,dfg,258,250
51315602137,bgd,94,46
51315631521,fec,101,355
51315637414,agf,286,146
51315644518,ecb,233,134
51315653608,aec,267,137
51315674498,dbb,51,109
51315678296,cdf,297,100
51315681628,aga,221,110
51315695994,gef,269,103
51315717198,gab,96,109
51315717493,ccg,23,189
51315741175,beb,250,172
51315773448,afb,142,153
51315775292,agf,145,164
51315796348,gge,95,327
51315813004,cdd,203,109
51315829381,aff,100,211
51315840268,bgg,57,245
51315857749,ecd,149,276
51315865821,dcg,241,107
51315888725,ged,194,64
51315894258,fce,257,258
51315900667,bbc,64,32
51315957554,abc,233,88
51315960891,ded,198,122
51315965617,cbg,296,134
51315986729,gbg,235,256
51316001797,daf,120,266
51316030000,bcc,275,17
51316034816,cab,291,47
51316037268,cgf,150,24
51316040968,add,152,194
51316041139,eec,288,230
51316045213,cad,44,105
51316070503,bgc,294,154
51316075048,gfe,139,268
51316093195,fbd,155,25
51316104366,egf,212,46
51316112195,cae,207,93
51316112796,dab,294,119
51316120658,bde,284,169
51316159350,beg,195,41
51316161286,fdb,196,204
51316190700,fee,38,68
51316193250,dbe,299,204
51316204946,edf,175,100
51316205334,dca,6,218
51316215099,bbc,294,36
51316228192,bfb,295,121
51316248679,aag,168,82
51316255270,cbf,148,34
51316293393,ecg,156,318
51316313365,bdg,185,78
51316348438,gdg,102,196
51316407533,eba,22,318
51316409748,ecf,239,166
51316433722,bfc,268,127
51316440494,bff,257,268
51316449580,beg,129,48
51316465560,dgf,299,156
51316474702,ddg,119,39
51316492459,cge,276,281
51316504708,aad,89,130
51316515431,caa,96,261
51316517370,edf,15,83
51316524163,abc,124,77
51316531265,ebg,163,261
51316548048,fgf,73,257
51316551720,cee,86,177
51316562439,fdc,123,229
51316582391,aff,293,251
51316582432,gfa,153,243
51316592034,aga,214,129
51316606013,fdb,99,193
51316606916,dgb,106,103
51316634724,bcc,25,18
51316643047,geb,88,180
51316643714,abd,128,251
51316652823,dcf,84,45
51316654328,eee,104,365
51316655833,gdc,160,5
51316662668,cbd,23,125
51316665953,eag,119,103
51316680328,eac,210,233
51316705113,eeb,139,102
51316706089,ggg,292,61
51316764882,bea,162,171
51316768638,cga,30,215
51316780617,ceg,246,110
51316782388,gag,285,78
51316799318,edb,289,223
51316803026,adf,21,64
51316820549,cab,55,52
51316837998,def,241,16
51316844024,ecg,227,270
51316848864,gbf,12,173
51316861086,abb,51,174
51316863707,eae,57,301
51316877262,bac,273,275
51316904299,dbe,142,212
51316956355,daa,269,43
51316990473,ddd,110,167
51317001820,bca,289,74
51317019180,aeg,25,178
51317024686,gfd,40,240
51317036457,gbc,133,154
51317043843,fad,167,213
51317095558,ddc,128,85
51317096459,cca,15,96
51317110811,fab,125,241
51317119530,eba,100,333
51317119612,dac,61,111
51317122306,gae,25,362
51317123864,ecg,227,318
51317134887,bab,227,93
51317148074,ccc,113,260
51317167348,ege,117,203
51317170590,gfg,74,83
51317178493,ebe,57,315
51317256680,cbc,198,307
51317257043,dgd,254,37
51317270243,afe,189,16
51317275136,dbg,52,184
51317295942,eda,20,118
51317324493,dbb,189,90
51317342829,baf,20,13
51317365424,dcd,228,120
51317369347,ged,10,69
51317370332,dee,222,77
51317382286,cce,55,274
51317383761,dcf,286,51
51317386526,dbd,241,55
51317426988,edf,78,88
51317450605,dde,244,42
51317464365,edg,201,344
51317466301,bab,154,78
51317496495,acc,201,187
51317499729,cfb,118,197
51317501062,cfg,166,50
51317506876,bec,44,218
51317517042,fed,27,152
51317520156,fdb,79,179
51317522762,gfd,156,232
51317539795,cda,224,76
51317543601,ebe,203,359
51317550391,dgd,178,32
51317568970,dcf,297,54
51317593531,fgc,89,161
51317594760,gge,115,294
51317613255,abb,284,139
51317620490,bbg,195,249
51317636098,ebd,36,77
51317659678,aee,49,76
51317663815,gdc,9,5
51317727664,dbf,290,274
51317749359,gec,292,182
51317773903,ecb,135,152
51317778293,gae,228,405
51317803766,eee,22,430
51317809016,bga,179,229
51317811494,dda,68,133
51317819056,gea,141,62
51317819249,gcd,158,264
51317852718,bgb,8,100
51317886602,cdg,111,83
51317907875,afg,204,207
51317920503,ccf,218,210
51317932837,dba,121,217
51317945605,dfa,173,335
51317968077,dfe,50,183
51317969584,cbd,107,112
51317985142,dbd,71,47
